NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
292928002642	51.7	48.3	34.5	65.5	14	41249	48586	46056
292928002645	52.6	47.4	36.8	63.2	8	40076	47105	44515
292928002646	35.0	65.0	45.0	55.0	11	40455	45530	43246
292928002693	70.4	29.6	37.0	63.0	13	32801	48942	42964
292928002767	71.1	28.9	60.0	40.0	5	35307	42678	38255
292928002788	65.0	25.0	76.2	23.8	7	38485	47497	40631
292928002789	71.4	28.6	42.9	57.1	10	35029	46779	41743
292928002790	72.0	28.0	60.0	40.0	6	36390	41016	38240
292928002828	81.0	19.0	61.9	38.1	7	31769	37000	33762
292928002829	73.1	26.9	34.6	65.4	9	37539	41793	40321
292928002831	86.4	13.6	71.2	28.8	4	34723	38743	35882
292928002832	93.9	6.1	77.8	22.2	4	33949	35798	34360
292928002853	70.8	29.2	29.2	70.8	16	36555	47813	44529
292928002854	69.6	30.4	69.6	30.4	7	31665	33486	32219
292928003036	61.5	38.5	57.7	42.3	12	34034	51731	41521
292928003037	81.4	18.6	81.4	18.6	4	37010	46415	38757
292934002029	18.8	81.3	0.0	100.0	21	-2	33799	33799
292934002030	54.5	45.5	0.0	100.0	17	-2	31956	31956
292937002031	30.4	69.6	0.0	100.0	17	-2	41111	41111
292937002032	52.0	48.0	28.0	72.0	12	31370	40166	37703
292937002033	54.8	41.9	35.5	64.5	11	32314	40495	37592
292937002034	42.9	57.1	20.0	80.0	16	31849	43094	40845
292943002036	90.6	9.4	40.6	59.4	11	30623	36755	34264
292943002037	77.8	22.2	33.3	66.7	13	30968	38762	36164
292943002482	83.3	16.7	33.3	66.7	11	29964	34884	33244
292947002039	-1.0	-1.0	-1.0	-1.0	11	-1	-1	24063
292947002040	75.0	-1.0	100.0	0.0	3	23100	-2	23100
292949002041	50.0	50.0	0.0	100.0	19	-2	32758	32758
292949002042	100.0	0.0	-1.0	88.9	11	-1	31244	30707
292952000089	68.4	31.6	47.4	52.6	10	27478	32820	30289
292952002043	48.1	51.9	-1.0	96.3	17	-1	34376	34084
292952002044	30.0	70.0	20.0	80.0	12	27900	35596	34057
292958002045	71.4	28.6	28.6	71.4	13	25652	30784	29318
292958002046	47.1	52.9	17.6	82.4	13	25086	32566	31246
292961001529	75.0	-1.0	-1.0	75.0	9	-1	32667	31750
292961002047	89.5	-1.0	52.6	47.4	6	29090	32022	30479
292961002048	57.1	42.9	-1.0	71.4	15	-1	37420	35300
292964001479	90.9	-1.0	36.4	63.6	10	30435	35398	33593
292964002049	52.8	47.2	25.0	75.0	11	32707	36228	35348
292964002050	50.0	50.0	-1.0	85.7	15	-1	37961	37116
292967002051	63.6	36.4	36.4	63.6	10	28525	32714	31191
292970001392	75.0	-1.0	50.0	50.0	5	25755	29730	27742
292970002052	69.2	30.8	23.1	76.9	10	25992	31477	30211
292970002053	40.0	60.0	-1.0	80.0	12	-1	32655	31402
292973002054	90.0	-1.0	50.0	50.0	7	23269	26656	24963
292976002055	61.0	39.0	31.7	68.3	12	31354	39745	37084
292976002056	71.4	28.6	25.0	75.0	11	30828	38720	36747
292976002057	63.2	36.8	34.2	65.8	13	32630	40688	37931
292976002805	64.3	35.7	42.9	57.1	9	31028	37370	34652
292981002058	33.3	66.7	22.2	77.8	13	24506	34020	31906
292981002059	33.3	66.7	0.0	100.0	13	-2	31938	31938
292982002060	53.6	46.4	42.9	57.1	11	28169	38616	34138
292985002061	66.7	-1.0	50.0	50.0	12	23546	24350	23948
292988002062	58.8	41.2	23.5	76.5	17	25937	30949	29769
292988002064	80.0	-1.0	40.0	60.0	11	25477	30816	28680
292991002065	71.4	28.6	23.8	76.2	13	25447	31615	30146
292994002066	47.4	52.6	0.0	100.0	18	-2	33410	33410
292994002067	85.7	-1.0	35.7	64.3	14	27130	34808	32066
293027002068	67.9	32.1	17.9	82.1	16	27868	32652	31798
293027002069	32.0	68.0	28.0	72.0	13	30993	33620	32885
293030002070	62.5	37.5	50.0	50.0	7	24550	29325	26938
293030002071	100.0	0.0	-1.0	60.0	5	-1	27050	26825
293033002073	68.8	31.3	37.5	62.5	14	28438	34315	32111
293033002075	42.1	57.9	-1.0	89.5	19	-1	34537	33763
293036002079	57.1	42.9	22.9	77.1	15	26244	33622	31936
293036002080	69.6	30.4	26.1	73.9	14	26133	31812	30330
293036002573	41.7	58.3	16.7	83.3	18	25725	36240	34488
293039002081	66.7	33.3	33.3	66.7	14	25199	32072	29781
293039002082	60.0	-1.0	60.0	-1.0	7	24433	-1	27240
293042002083	47.6	52.4	23.8	76.2	12	27709	33794	32345
293042002084	51.7	48.3	31.0	69.0	12	28519	34726	32800
293042002085	58.6	41.4	34.5	65.5	10	27770	32986	31187
293045002086	42.9	57.1	31.4	68.6	10	33537	45775	41929
293045002087	60.0	-1.0	60.0	-1.0	7	35720	-1	39229
293045002088	51.1	48.9	26.7	73.3	12	32392	46301	42592
293045002089	39.1	60.9	26.1	73.9	11	33048	46852	43251
293045002090	50.0	50.0	35.7	64.3	10	33653	46244	41747
293045002574	60.6	39.4	39.4	60.6	9	32331	43755	39255
293045002855	42.1	57.9	15.8	84.2	12	31341	47411	44874
293045002856	52.4	47.6	38.1	61.9	10	31702	47327	41374
293051002091	76.9	23.1	23.1	76.9	12	24133	31720	29969
293051002092	66.7	-1.0	50.0	50.0	9	25300	29967	27633
293052002093	70.0	30.0	13.3	86.7	16	25549	33484	32426
293052002094	64.0	36.0	28.0	72.0	14	26406	33890	31794
293052002095	55.6	44.4	27.8	72.2	13	26809	33043	31312
293057002096	56.3	43.8	12.5	87.5	14	31600	39538	38545
293057002097	48.1	51.9	18.5	81.5	14	30980	41088	39216
293057002098	43.5	56.5	17.4	82.6	14	30975	41452	39630
293057002101	54.5	45.5	9.1	90.9	13	29800	40775	39777
293057002575	45.5	54.5	13.6	86.4	18	32100	43451	41903
293060002102	42.9	57.1	-1.0	85.7	19	-1	33947	32583
293060002103	60.0	-1.0	-1.0	60.0	6	-1	28433	27150
293066001898	-1.0	71.4	-1.0	85.7	10	-1	41423	41108
293066002105	41.2	58.8	-1.0	94.1	17	-1	55370	54162
293066002106	35.7	64.3	21.4	78.6	13	38351	54490	51032
293066002107	33.3	66.7	14.3	85.7	14	35164	52187	49755
293066002109	54.5	45.5	31.8	68.2	17	37199	57156	50806
293066002111	52.6	47.4	15.8	84.2	13	35600	51518	49004
293066002112	55.6	44.4	14.8	85.2	14	29151	50663	47476
293066002113	50.0	50.0	25.0	75.0	14	38169	54188	50183
293066002511	51.3	48.7	30.8	69.2	14	37026	53148	48187
293069001557	-1.0	85.7	21.4	78.6	11	37983	47041	45100
293069002115	35.3	64.7	35.3	64.7	10	36304	48431	44151
293069002116	35.7	64.3	35.7	64.3	9	36089	54049	47635
293072002117	100.0	0.0	85.7	-1.0	3	26394	-1	26808
293072002118	77.8	-1.0	77.8	-1.0	8	26859	-1	29322
293072002119	71.4	28.6	50.0	50.0	10	27030	34498	30764
293075002121	72.2	27.8	27.8	72.2	14	24028	30705	28850
293075002122	59.1	40.9	22.7	77.3	13	25211	30333	29169
293078002124	44.4	55.6	33.3	66.7	14	26673	34946	32189
293078002125	42.3	57.7	23.1	76.9	15	26357	34091	32306
293081002127	47.1	52.9	-1.0	88.2	13	-1	30248	29631
293081002128	73.3	26.7	40.0	60.0	10	26013	30555	28738
293084002129	72.5	27.5	35.0	65.0	10	29521	34338	32653
293084002131	69.7	30.3	24.2	75.8	13	29638	36371	34738
293084002132	83.3	-1.0	50.0	50.0	11	28333	36533	32433
293084002542	73.9	26.1	13.0	87.0	14	29000	35180	34374
293087002133	100.0	0.0	27.8	72.2	9	25400	30015	28733
293087002134	86.7	-1.0	-1.0	86.7	11	-1	32354	31273
293090002135	38.5	61.5	23.1	76.9	10	25168	29701	28655
293090002136	36.4	63.6	0.0	100.0	16	-2	31780	31780
293099002140	90.9	-1.0	90.9	-1.0	4	25962	-1	26720
293099002141	77.8	-1.0	66.7	33.3	6	26368	34048	28928
293102001511	0.0	100.0	-1.0	-1.0	14	-1	-1	42210
293102001729	40.6	59.4	21.9	78.1	13	32557	40516	38775
293102002142	46.0	54.0	32.0	68.0	12	30791	40530	37414
293102002144	24.0	76.0	12.0	88.0	15	32483	41512	40428
293102002145	32.1	67.9	26.4	73.6	13	32988	42340	39869
293102002146	20.0	80.0	25.0	75.0	12	33202	40929	38997
293102002147	-1.0	60.0	30.0	70.0	13	31593	49275	43970
293102002513	17.9	82.1	-1.0	92.9	17	-1	44058	42968
293102002648	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
293105002149	66.0	34.0	45.3	54.7	8	29317	35014	32435
293105002151	51.0	49.0	39.2	60.8	12	28426	39800	35340
293105002416	41.7	58.3	29.2	70.8	12	28528	38230	35400
293105002649	70.7	29.3	43.9	56.1	8	28904	34615	32108
293107000834	75.0	-1.0	-1.0	75.0	13	-1	41921	38239
293107002152	35.0	65.0	15.0	85.0	19	30945	45329	43171
293107002153	41.7	58.3	-1.0	91.7	16	-1	42494	41252
293107002154	31.3	68.8	18.8	81.3	14	27642	42730	39901
293107002650	69.2	30.8	-1.0	84.6	11	-1	38688	36919
293111002155	21.4	-1.0	42.9	57.1	9	35457	47768	42492
293111002156	33.3	66.7	-1.0	88.9	12	-1	39240	38180
293111002157	40.0	60.0	40.0	60.0	13	30673	47077	40515
293111002158	25.0	75.0	20.0	80.0	13	31629	41069	39181
293111002159	70.0	30.0	30.0	70.0	12	30015	40223	37161
293111002160	42.5	57.5	35.0	65.0	11	30594	41743	37841
293111002161	33.3	66.7	-1.0	77.8	14	-1	40589	38661
293111002162	40.0	60.0	0.0	100.0	16	-2	41531	41531
293111002163	45.1	54.9	32.4	67.6	12	30507	42155	38382
293111002164	39.4	60.6	21.2	78.8	15	30196	43031	40308
293111002295	36.0	64.0	20.0	80.0	15	31927	43178	40928
293111002833	100.0	0.0	66.7	-1.0	4	30706	-1	30723
293114001901	83.3	-1.0	58.3	41.7	6	25550	30411	27575
293114002165	92.6	-1.0	51.9	48.1	9	27224	32968	29990
